Dataset,categorical_indices,Encoding Method,Method,Imbalance Ratio,Archetype Setting,Minority Sample Setting,Use Archetypes,Seed,n_folds,classification_report,Weighted F1 Score
heart_failure,"[1, 2, 4, 7, 8]",ordinal,smote,0.15,None,None,False,9412,3,"          class  precision    recall  f1-score     support  Weighted F1 Score  fold  seed
0             0   0.837838  0.911765  0.873239   68.000000           0.814492     1  9412
1             1   0.769231  0.625000  0.689655   32.000000           0.814492     1  9412
2      accuracy   0.820000  0.820000  0.820000    0.820000           0.814492     1  9412
3     macro avg   0.803534  0.768382  0.781447  100.000000           0.814492     1  9412
4  weighted avg   0.815884  0.820000  0.814492  100.000000           0.814492     1  9412
0             0   0.802469  0.955882  0.872483   68.000000           0.794073     2  9412
1             1   0.842105  0.500000  0.627451   32.000000           0.794073     2  9412
2      accuracy   0.810000  0.810000  0.810000    0.810000           0.794073     2  9412
3     macro avg   0.822287  0.727941  0.749967  100.000000           0.794073     2  9412
4  weighted avg   0.815153  0.810000  0.794073  100.000000           0.794073     2  9412
0             0   0.867647  0.880597  0.874074   67.000000           0.827556     3  9412
1             1   0.741935  0.718750  0.730159   32.000000           0.827556     3  9412
2      accuracy   0.828283  0.828283  0.828283    0.828283           0.827556     3  9412
3     macro avg   0.804791  0.799674  0.802116   99.000000           0.827556     3  9412
4  weighted avg   0.827013  0.828283  0.827556   99.000000           0.827556     3  9412",0.8144924720738222
heart_failure,"[1, 2, 4, 7, 8]",ordinal,smote,0.2,None,None,False,9412,3,"          class  precision    recall  f1-score     support  Weighted F1 Score  fold  seed
0             0   0.837838  0.911765  0.873239   68.000000           0.814492     1  9412
1             1   0.769231  0.625000  0.689655   32.000000           0.814492     1  9412
2      accuracy   0.820000  0.820000  0.820000    0.820000           0.814492     1  9412
3     macro avg   0.803534  0.768382  0.781447  100.000000           0.814492     1  9412
4  weighted avg   0.815884  0.820000  0.814492  100.000000           0.814492     1  9412
0             0   0.802469  0.955882  0.872483   68.000000           0.794073     2  9412
1             1   0.842105  0.500000  0.627451   32.000000           0.794073     2  9412
2      accuracy   0.810000  0.810000  0.810000    0.810000           0.794073     2  9412
3     macro avg   0.822287  0.727941  0.749967  100.000000           0.794073     2  9412
4  weighted avg   0.815153  0.810000  0.794073  100.000000           0.794073     2  9412
0             0   0.867647  0.880597  0.874074   67.000000           0.827556     3  9412
1             1   0.741935  0.718750  0.730159   32.000000           0.827556     3  9412
2      accuracy   0.828283  0.828283  0.828283    0.828283           0.827556     3  9412
3     macro avg   0.804791  0.799674  0.802116   99.000000           0.827556     3  9412
4  weighted avg   0.827013  0.828283  0.827556   99.000000           0.827556     3  9412",0.8144924720738222
heart_failure,"[1, 2, 4, 7, 8]",ordinal,smote,0.25,None,None,False,9412,3,"          class  precision    recall  f1-score     support  Weighted F1 Score  fold  seed
0             0   0.808219  0.867647  0.836879   68.000000           0.764332     1  9412
1             1   0.666667  0.562500  0.610169   32.000000           0.764332     1  9412
2      accuracy   0.770000  0.770000  0.770000    0.770000           0.764332     1  9412
3     macro avg   0.737443  0.715074  0.723524  100.000000           0.764332     1  9412
4  weighted avg   0.762922  0.770000  0.764332  100.000000           0.764332     1  9412
0             0   0.857143  0.970588  0.910345   68.000000           0.863398     2  9412
1             1   0.913043  0.656250  0.763636   32.000000           0.863398     2  9412
2      accuracy   0.870000  0.870000  0.870000    0.870000           0.863398     2  9412
3     macro avg   0.885093  0.813419  0.836991  100.000000           0.863398     2  9412
4  weighted avg   0.875031  0.870000  0.863398  100.000000           0.863398     2  9412
0             0   0.906250  0.865672  0.885496   67.000000           0.850142     3  9412
1             1   0.742857  0.812500  0.776119   32.000000           0.850142     3  9412
2      accuracy   0.848485  0.848485  0.848485    0.848485           0.850142     3  9412
3     macro avg   0.824554  0.839086  0.830808   99.000000           0.850142     3  9412
4  weighted avg   0.853436  0.848485  0.850142   99.000000           0.850142     3  9412",0.7643322514725328
heart_failure,"[1, 2, 4, 7, 8]",ordinal,smote,0.15,None,None,False,9730,3,"          class  precision    recall  f1-score    support  Weighted F1 Score  fold  seed
0             0   0.818182  0.926471  0.868966   68.00000           0.800351     1  9730
1             1   0.782609  0.562500  0.654545   32.00000           0.800351     1  9730
2      accuracy   0.810000  0.810000  0.810000    0.81000           0.800351     1  9730
3     macro avg   0.800395  0.744485  0.761755  100.00000           0.800351     1  9730
4  weighted avg   0.806798  0.810000  0.800351  100.00000           0.800351     1  9730
0             0   0.882353  0.882353  0.882353   68.00000           0.840000     2  9730
1             1   0.750000  0.750000  0.750000   32.00000           0.840000     2  9730
2      accuracy   0.840000  0.840000  0.840000    0.84000           0.840000     2  9730
3     macro avg   0.816176  0.816176  0.816176  100.00000           0.840000     2  9730
4  weighted avg   0.840000  0.840000  0.840000  100.00000           0.840000     2  9730
0             0   0.850746  0.850746  0.850746   67.00000           0.797980     3  9730
1             1   0.687500  0.687500  0.687500   32.00000           0.797980     3  9730
2      accuracy   0.797980  0.797980  0.797980    0.79798           0.797980     3  9730
3     macro avg   0.769123  0.769123  0.769123   99.00000           0.797980     3  9730
4  weighted avg   0.797980  0.797980  0.797980   99.00000           0.797980     3  9730",0.8003510971786834
heart_failure,"[1, 2, 4, 7, 8]",ordinal,smote,0.2,None,None,False,9730,3,"          class  precision    recall  f1-score    support  Weighted F1 Score  fold  seed
0             0   0.818182  0.926471  0.868966   68.00000           0.800351     1  9730
1             1   0.782609  0.562500  0.654545   32.00000           0.800351     1  9730
2      accuracy   0.810000  0.810000  0.810000    0.81000           0.800351     1  9730
3     macro avg   0.800395  0.744485  0.761755  100.00000           0.800351     1  9730
4  weighted avg   0.806798  0.810000  0.800351  100.00000           0.800351     1  9730
0             0   0.882353  0.882353  0.882353   68.00000           0.840000     2  9730
1             1   0.750000  0.750000  0.750000   32.00000           0.840000     2  9730
2      accuracy   0.840000  0.840000  0.840000    0.84000           0.840000     2  9730
3     macro avg   0.816176  0.816176  0.816176  100.00000           0.840000     2  9730
4  weighted avg   0.840000  0.840000  0.840000  100.00000           0.840000     2  9730
0             0   0.850746  0.850746  0.850746   67.00000           0.797980     3  9730
1             1   0.687500  0.687500  0.687500   32.00000           0.797980     3  9730
2      accuracy   0.797980  0.797980  0.797980    0.79798           0.797980     3  9730
3     macro avg   0.769123  0.769123  0.769123   99.00000           0.797980     3  9730
4  weighted avg   0.797980  0.797980  0.797980   99.00000           0.797980     3  9730",0.8003510971786834
heart_failure,"[1, 2, 4, 7, 8]",ordinal,smote,0.25,None,None,False,9730,3,"          class  precision    recall  f1-score     support  Weighted F1 Score  fold  seed
0             0   0.833333  0.882353  0.857143   68.000000           0.796190     1  9730
1             1   0.714286  0.625000  0.666667   32.000000           0.796190     1  9730
2      accuracy   0.800000  0.800000  0.800000    0.800000           0.796190     1  9730
3     macro avg   0.773810  0.753676  0.761905  100.000000           0.796190     1  9730
4  weighted avg   0.795238  0.800000  0.796190  100.000000           0.796190     1  9730
0             0   0.864407  0.750000  0.803150   68.000000           0.756553     2  9730
1             1   0.585366  0.750000  0.657534   32.000000           0.756553     2  9730
2      accuracy   0.750000  0.750000  0.750000    0.750000           0.756553     2  9730
3     macro avg   0.724886  0.750000  0.730342  100.000000           0.756553     2  9730
4  weighted avg   0.775114  0.750000  0.756553  100.000000           0.756553     2  9730
0             0   0.855072  0.880597  0.867647   67.000000           0.816586     3  9730
1             1   0.733333  0.687500  0.709677   32.000000           0.816586     3  9730
2      accuracy   0.818182  0.818182  0.818182    0.818182           0.816586     3  9730
3     macro avg   0.794203  0.784049  0.788662   99.000000           0.816586     3  9730
4  weighted avg   0.815722  0.818182  0.816586   99.000000           0.816586     3  9730",0.7961904761904762
heart_failure,"[1, 2, 4, 7, 8]",ordinal,smote,0.15,None,None,False,6936,3,"          class  precision    recall  f1-score     support  Weighted F1 Score  fold  seed
0             0   0.842105  0.941176  0.888889   68.000000           0.833016     1  6936
1             1   0.833333  0.625000  0.714286   32.000000           0.833016     1  6936
2      accuracy   0.840000  0.840000  0.840000    0.840000           0.833016     1  6936
3     macro avg   0.837719  0.783088  0.801587  100.000000           0.833016     1  6936
4  weighted avg   0.839298  0.840000  0.833016  100.000000           0.833016     1  6936
0             0   0.875000  0.926471  0.900000   68.000000           0.857333     2  6936
1             1   0.821429  0.718750  0.766667   32.000000           0.857333     2  6936
2      accuracy   0.860000  0.860000  0.860000    0.860000           0.857333     2  6936
3     macro avg   0.848214  0.822610  0.833333  100.000000           0.857333     2  6936
4  weighted avg   0.857857  0.860000  0.857333  100.000000           0.857333     2  6936
0             0   0.893939  0.880597  0.887218   67.000000           0.849081     3  6936
1             1   0.757576  0.781250  0.769231   32.000000           0.849081     3  6936
2      accuracy   0.848485  0.848485  0.848485    0.848485           0.849081     3  6936
3     macro avg   0.825758  0.830924  0.828224   99.000000           0.849081     3  6936
4  weighted avg   0.849862  0.848485  0.849081   99.000000           0.849081     3  6936",0.833015873015873
heart_failure,"[1, 2, 4, 7, 8]",ordinal,smote,0.2,None,None,False,6936,3,"          class  precision    recall  f1-score     support  Weighted F1 Score  fold  seed
0             0   0.842105  0.941176  0.888889   68.000000           0.833016     1  6936
1             1   0.833333  0.625000  0.714286   32.000000           0.833016     1  6936
2      accuracy   0.840000  0.840000  0.840000    0.840000           0.833016     1  6936
3     macro avg   0.837719  0.783088  0.801587  100.000000           0.833016     1  6936
4  weighted avg   0.839298  0.840000  0.833016  100.000000           0.833016     1  6936
0             0   0.875000  0.926471  0.900000   68.000000           0.857333     2  6936
1             1   0.821429  0.718750  0.766667   32.000000           0.857333     2  6936
2      accuracy   0.860000  0.860000  0.860000    0.860000           0.857333     2  6936
3     macro avg   0.848214  0.822610  0.833333  100.000000           0.857333     2  6936
4  weighted avg   0.857857  0.860000  0.857333  100.000000           0.857333     2  6936
0             0   0.893939  0.880597  0.887218   67.000000           0.849081     3  6936
1             1   0.757576  0.781250  0.769231   32.000000           0.849081     3  6936
2      accuracy   0.848485  0.848485  0.848485    0.848485           0.849081     3  6936
3     macro avg   0.825758  0.830924  0.828224   99.000000           0.849081     3  6936
4  weighted avg   0.849862  0.848485  0.849081   99.000000           0.849081     3  6936",0.833015873015873
heart_failure,"[1, 2, 4, 7, 8]",ordinal,smote,0.25,None,None,False,6936,3,"          class  precision    recall  f1-score     support  Weighted F1 Score  fold  seed
0             0   0.857143  0.970588  0.910345   68.000000           0.863398     1  6936
1             1   0.913043  0.656250  0.763636   32.000000           0.863398     1  6936
2      accuracy   0.870000  0.870000  0.870000    0.870000           0.863398     1  6936
3     macro avg   0.885093  0.813419  0.836991  100.000000           0.863398     1  6936
4  weighted avg   0.875031  0.870000  0.863398  100.000000           0.863398     1  6936
0             0   0.906250  0.852941  0.878788   68.000000           0.842282     2  6936
1             1   0.722222  0.812500  0.764706   32.000000           0.842282     2  6936
2      accuracy   0.840000  0.840000  0.840000    0.840000           0.842282     2  6936
3     macro avg   0.814236  0.832721  0.821747  100.000000           0.842282     2  6936
4  weighted avg   0.847361  0.840000  0.842282  100.000000           0.842282     2  6936
0             0   0.884058  0.910448  0.897059   67.000000           0.857345     3  6936
1             1   0.800000  0.750000  0.774194   32.000000           0.857345     3  6936
2      accuracy   0.858586  0.858586  0.858586    0.858586           0.857345     3  6936
3     macro avg   0.842029  0.830224  0.835626   99.000000           0.857345     3  6936
4  weighted avg   0.856888  0.858586  0.857345   99.000000           0.857345     3  6936",0.8633981191222572
heart_failure,"[1, 2, 4, 7, 8]",ordinal,smote,0.15,None,None,False,9283,3,"          class  precision    recall  f1-score     support  Weighted F1 Score  fold  seed
0             0   0.826667  0.911765  0.867133   68.000000           0.802984     1  9283
1             1   0.760000  0.593750  0.666667   32.000000           0.802984     1  9283
2      accuracy   0.810000  0.810000  0.810000    0.810000           0.802984     1  9283
3     macro avg   0.793333  0.752757  0.766900  100.000000           0.802984     1  9283
4  weighted avg   0.805333  0.810000  0.802984  100.000000           0.802984     1  9283
0             0   0.848485  0.823529  0.835821   68.000000           0.781692     2  9283
1             1   0.647059  0.687500  0.666667   32.000000           0.781692     2  9283
2      accuracy   0.780000  0.780000  0.780000    0.780000           0.781692     2  9283
3     macro avg   0.747772  0.755515  0.751244  100.000000           0.781692     2  9283
4  weighted avg   0.784029  0.780000  0.781692  100.000000           0.781692     2  9283
0             0   0.845070  0.895522  0.869565   67.000000           0.814756     3  9283
1             1   0.750000  0.656250  0.700000   32.000000           0.814756     3  9283
2      accuracy   0.818182  0.818182  0.818182    0.818182           0.814756     3  9283
3     macro avg   0.797535  0.775886  0.784783   99.000000           0.814756     3  9283
4  weighted avg   0.814341  0.818182  0.814756   99.000000           0.814756     3  9283",0.8029836829836828
heart_failure,"[1, 2, 4, 7, 8]",ordinal,smote,0.2,None,None,False,9283,3,"          class  precision    recall  f1-score     support  Weighted F1 Score  fold  seed
0             0   0.826667  0.911765  0.867133   68.000000           0.802984     1  9283
1             1   0.760000  0.593750  0.666667   32.000000           0.802984     1  9283
2      accuracy   0.810000  0.810000  0.810000    0.810000           0.802984     1  9283
3     macro avg   0.793333  0.752757  0.766900  100.000000           0.802984     1  9283
4  weighted avg   0.805333  0.810000  0.802984  100.000000           0.802984     1  9283
0             0   0.848485  0.823529  0.835821   68.000000           0.781692     2  9283
1             1   0.647059  0.687500  0.666667   32.000000           0.781692     2  9283
2      accuracy   0.780000  0.780000  0.780000    0.780000           0.781692     2  9283
3     macro avg   0.747772  0.755515  0.751244  100.000000           0.781692     2  9283
4  weighted avg   0.784029  0.780000  0.781692  100.000000           0.781692     2  9283
0             0   0.845070  0.895522  0.869565   67.000000           0.814756     3  9283
1             1   0.750000  0.656250  0.700000   32.000000           0.814756     3  9283
2      accuracy   0.818182  0.818182  0.818182    0.818182           0.814756     3  9283
3     macro avg   0.797535  0.775886  0.784783   99.000000           0.814756     3  9283
4  weighted avg   0.814341  0.818182  0.814756   99.000000           0.814756     3  9283",0.8029836829836828
heart_failure,"[1, 2, 4, 7, 8]",ordinal,smote,0.25,None,None,False,9283,3,"          class  precision    recall  f1-score     support  Weighted F1 Score  fold  seed
0             0   0.869565  0.882353  0.875912   68.000000           0.829271     1  9283
1             1   0.741935  0.718750  0.730159   32.000000           0.829271     1  9283
2      accuracy   0.830000  0.830000  0.830000    0.830000           0.829271     1  9283
3     macro avg   0.805750  0.800551  0.803036  100.000000           0.829271     1  9283
4  weighted avg   0.828724  0.830000  0.829271  100.000000           0.829271     1  9283
0             0   0.878788  0.852941  0.865672   68.000000           0.821384     2  9283
1             1   0.705882  0.750000  0.727273   32.000000           0.821384     2  9283
2      accuracy   0.820000  0.820000  0.820000    0.820000           0.821384     2  9283
3     macro avg   0.792335  0.801471  0.796472  100.000000           0.821384     2  9283
4  weighted avg   0.823458  0.820000  0.821384  100.000000           0.821384     2  9283
0             0   0.855072  0.880597  0.867647   67.000000           0.816586     3  9283
1             1   0.733333  0.687500  0.709677   32.000000           0.816586     3  9283
2      accuracy   0.818182  0.818182  0.818182    0.818182           0.816586     3  9283
3     macro avg   0.794203  0.784049  0.788662   99.000000           0.816586     3  9283
4  weighted avg   0.815722  0.818182  0.816586   99.000000           0.816586     3  9283",0.8292712316069981
heart_failure,"[1, 2, 4, 7, 8]",ordinal,smote,0.15,None,None,False,4706,3,"          class  precision    recall  f1-score     support  Weighted F1 Score  fold  seed
0             0   0.910448  0.897059  0.903704   68.000000           0.870519     1  4706
1             1   0.787879  0.812500  0.800000   32.000000           0.870519     1  4706
2      accuracy   0.870000  0.870000  0.870000    0.870000           0.870519     1  4706
3     macro avg   0.849163  0.854779  0.851852  100.000000           0.870519     1  4706
4  weighted avg   0.871226  0.870000  0.870519  100.000000           0.870519     1  4706
0             0   0.863636  0.838235  0.850746   68.000000           0.801538     2  4706
1             1   0.676471  0.718750  0.696970   32.000000           0.801538     2  4706
2      accuracy   0.800000  0.800000  0.800000    0.800000           0.801538     2  4706
3     macro avg   0.770053  0.778493  0.773858  100.000000           0.801538     2  4706
4  weighted avg   0.803743  0.800000  0.801538  100.000000           0.801538     2  4706
0             0   0.837838  0.925373  0.879433   67.000000           0.822001     3  4706
1             1   0.800000  0.625000  0.701754   32.000000           0.822001     3  4706
2      accuracy   0.828283  0.828283  0.828283    0.828283           0.822001     3  4706
3     macro avg   0.818919  0.775187  0.790594   99.000000           0.822001     3  4706
4  weighted avg   0.825607  0.828283  0.822001   99.000000           0.822001     3  4706",0.8705185185185185
heart_failure,"[1, 2, 4, 7, 8]",ordinal,smote,0.2,None,None,False,4706,3,"          class  precision    recall  f1-score     support  Weighted F1 Score  fold  seed
0             0   0.910448  0.897059  0.903704   68.000000           0.870519     1  4706
1             1   0.787879  0.812500  0.800000   32.000000           0.870519     1  4706
2      accuracy   0.870000  0.870000  0.870000    0.870000           0.870519     1  4706
3     macro avg   0.849163  0.854779  0.851852  100.000000           0.870519     1  4706
4  weighted avg   0.871226  0.870000  0.870519  100.000000           0.870519     1  4706
0             0   0.863636  0.838235  0.850746   68.000000           0.801538     2  4706
1             1   0.676471  0.718750  0.696970   32.000000           0.801538     2  4706
2      accuracy   0.800000  0.800000  0.800000    0.800000           0.801538     2  4706
3     macro avg   0.770053  0.778493  0.773858  100.000000           0.801538     2  4706
4  weighted avg   0.803743  0.800000  0.801538  100.000000           0.801538     2  4706
0             0   0.837838  0.925373  0.879433   67.000000           0.822001     3  4706
1             1   0.800000  0.625000  0.701754   32.000000           0.822001     3  4706
2      accuracy   0.828283  0.828283  0.828283    0.828283           0.822001     3  4706
3     macro avg   0.818919  0.775187  0.790594   99.000000           0.822001     3  4706
4  weighted avg   0.825607  0.828283  0.822001   99.000000           0.822001     3  4706",0.8705185185185185
heart_failure,"[1, 2, 4, 7, 8]",ordinal,smote,0.25,None,None,False,4706,3,"          class  precision    recall  f1-score     support  Weighted F1 Score  fold  seed
0             0   0.882353  0.882353  0.882353   68.000000           0.840000     1  4706
1             1   0.750000  0.750000  0.750000   32.000000           0.840000     1  4706
2      accuracy   0.840000  0.840000  0.840000    0.840000           0.840000     1  4706
3     macro avg   0.816176  0.816176  0.816176  100.000000           0.840000     1  4706
4  weighted avg   0.840000  0.840000  0.840000  100.000000           0.840000     1  4706
0             0   0.850746  0.838235  0.844444   68.000000           0.790838     2  4706
1             1   0.666667  0.687500  0.676923   32.000000           0.790838     2  4706
2      accuracy   0.790000  0.790000  0.790000    0.790000           0.790838     2  4706
3     macro avg   0.758706  0.762868  0.760684  100.000000           0.790838     2  4706
4  weighted avg   0.791841  0.790000  0.790838  100.000000           0.790838     2  4706
0             0   0.861111  0.925373  0.892086   67.000000           0.844790     3  4706
1             1   0.814815  0.687500  0.745763   32.000000           0.844790     3  4706
2      accuracy   0.848485  0.848485  0.848485    0.848485           0.844790     3  4706
3     macro avg   0.837963  0.806437  0.818925   99.000000           0.844790     3  4706
4  weighted avg   0.846147  0.848485  0.844790   99.000000           0.844790     3  4706",0.84
heart_failure,"[1, 2, 4, 7, 8]",ordinal,smote,0.15,None,None,False,5071,3,"          class  precision    recall  f1-score     support  Weighted F1 Score  fold  seed
0             0   0.828571  0.852941  0.840580   68.000000           0.778046     1  5071
1             1   0.666667  0.625000  0.645161   32.000000           0.778046     1  5071
2      accuracy   0.780000  0.780000  0.780000    0.780000           0.778046     1  5071
3     macro avg   0.747619  0.738971  0.742871  100.000000           0.778046     1  5071
4  weighted avg   0.776762  0.780000  0.778046  100.000000           0.778046     1  5071
0             0   0.810127  0.941176  0.870748   68.000000           0.797392     2  5071
1             1   0.809524  0.531250  0.641509   32.000000           0.797392     2  5071
2      accuracy   0.810000  0.810000  0.810000    0.810000           0.797392     2  5071
3     macro avg   0.809825  0.736213  0.756129  100.000000           0.797392     2  5071
4  weighted avg   0.809934  0.810000  0.797392  100.000000           0.797392     2  5071
0             0   0.893939  0.880597  0.887218   67.000000           0.849081     3  5071
1             1   0.757576  0.781250  0.769231   32.000000           0.849081     3  5071
2      accuracy   0.848485  0.848485  0.848485    0.848485           0.849081     3  5071
3     macro avg   0.825758  0.830924  0.828224   99.000000           0.849081     3  5071
4  weighted avg   0.849862  0.848485  0.849081   99.000000           0.849081     3  5071",0.7780458158017766
heart_failure,"[1, 2, 4, 7, 8]",ordinal,smote,0.2,None,None,False,5071,3,"          class  precision    recall  f1-score     support  Weighted F1 Score  fold  seed
0             0   0.828571  0.852941  0.840580   68.000000           0.778046     1  5071
1             1   0.666667  0.625000  0.645161   32.000000           0.778046     1  5071
2      accuracy   0.780000  0.780000  0.780000    0.780000           0.778046     1  5071
3     macro avg   0.747619  0.738971  0.742871  100.000000           0.778046     1  5071
4  weighted avg   0.776762  0.780000  0.778046  100.000000           0.778046     1  5071
0             0   0.810127  0.941176  0.870748   68.000000           0.797392     2  5071
1             1   0.809524  0.531250  0.641509   32.000000           0.797392     2  5071
2      accuracy   0.810000  0.810000  0.810000    0.810000           0.797392     2  5071
3     macro avg   0.809825  0.736213  0.756129  100.000000           0.797392     2  5071
4  weighted avg   0.809934  0.810000  0.797392  100.000000           0.797392     2  5071
0             0   0.893939  0.880597  0.887218   67.000000           0.849081     3  5071
1             1   0.757576  0.781250  0.769231   32.000000           0.849081     3  5071
2      accuracy   0.848485  0.848485  0.848485    0.848485           0.849081     3  5071
3     macro avg   0.825758  0.830924  0.828224   99.000000           0.849081     3  5071
4  weighted avg   0.849862  0.848485  0.849081   99.000000           0.849081     3  5071",0.7780458158017766
heart_failure,"[1, 2, 4, 7, 8]",ordinal,smote,0.25,None,None,False,5071,3,"          class  precision    recall  f1-score     support  Weighted F1 Score  fold  seed
0             0   0.845070  0.882353  0.863309   68.000000           0.807378     1  5071
1             1   0.724138  0.656250  0.688525   32.000000           0.807378     1  5071
2      accuracy   0.810000  0.810000  0.810000    0.810000           0.807378     1  5071
3     macro avg   0.784604  0.769301  0.775917  100.000000           0.807378     1  5071
4  weighted avg   0.806372  0.810000  0.807378  100.000000           0.807378     1  5071
0             0   0.805195  0.911765  0.855172   68.000000           0.779335     2  5071
1             1   0.739130  0.531250  0.618182   32.000000           0.779335     2  5071
2      accuracy   0.790000  0.790000  0.790000    0.790000           0.779335     2  5071
3     macro avg   0.772163  0.721507  0.736677  100.000000           0.779335     2  5071
4  weighted avg   0.784054  0.790000  0.779335  100.000000           0.779335     2  5071
0             0   0.920635  0.865672  0.892308   67.000000           0.860569     3  5071
1             1   0.750000  0.843750  0.794118   32.000000           0.860569     3  5071
2      accuracy   0.858586  0.858586  0.858586    0.858586           0.860569     3  5071
3     macro avg   0.835317  0.854711  0.843213   99.000000           0.860569     3  5071
4  weighted avg   0.865480  0.858586  0.860569   99.000000           0.860569     3  5071",0.8073782285646892
ionosphere,[0],ordinal,adasyn,0.15,None,None,False,8940,3,"          class  precision    recall  f1-score     support  Weighted F1 Score  fold  seed
0             b   0.918919  0.809524  0.860759   42.000000           0.904524     1  8940
1             g   0.900000  0.960000  0.929032   75.000000           0.904524     1  8940
2      accuracy   0.905983  0.905983  0.905983    0.905983           0.904524     1  8940
3     macro avg   0.909459  0.884762  0.894896  117.000000           0.904524     1  8940
4  weighted avg   0.906791  0.905983  0.904524  117.000000           0.904524     1  8940
0             b   0.787879  0.619048  0.693333   42.000000           0.797188     2  8940
1             g   0.809524  0.906667  0.855346   75.000000           0.797188     2  8940
2      accuracy   0.803419  0.803419  0.803419    0.803419           0.797188     2  8940
3     macro avg   0.798701  0.762857  0.774340  117.000000           0.797188     2  8940
4  weighted avg   0.801754  0.803419  0.797188  117.000000           0.797188     2  8940
0             b   0.883721  0.904762  0.894118   42.000000           0.923271     3  8940
1             g   0.945946  0.933333  0.939597   75.000000           0.923271     3  8940
2      accuracy   0.923077  0.923077  0.923077    0.923077           0.923271     3  8940
3     macro avg   0.914833  0.919048  0.916857  117.000000           0.923271     3  8940
4  weighted avg   0.923609  0.923077  0.923271  117.000000           0.923271     3  8940",0.9045240862309055
ionosphere,[0],ordinal,adasyn,0.2,None,None,False,8940,3,"          class  precision    recall  f1-score     support  Weighted F1 Score  fold  seed
0             b   0.918919  0.809524  0.860759   42.000000           0.904524     1  8940
1             g   0.900000  0.960000  0.929032   75.000000           0.904524     1  8940
2      accuracy   0.905983  0.905983  0.905983    0.905983           0.904524     1  8940
3     macro avg   0.909459  0.884762  0.894896  117.000000           0.904524     1  8940
4  weighted avg   0.906791  0.905983  0.904524  117.000000           0.904524     1  8940
0             b   0.787879  0.619048  0.693333   42.000000           0.797188     2  8940
1             g   0.809524  0.906667  0.855346   75.000000           0.797188     2  8940
2      accuracy   0.803419  0.803419  0.803419    0.803419           0.797188     2  8940
3     macro avg   0.798701  0.762857  0.774340  117.000000           0.797188     2  8940
4  weighted avg   0.801754  0.803419  0.797188  117.000000           0.797188     2  8940
0             b   0.883721  0.904762  0.894118   42.000000           0.923271     3  8940
1             g   0.945946  0.933333  0.939597   75.000000           0.923271     3  8940
2      accuracy   0.923077  0.923077  0.923077    0.923077           0.923271     3  8940
3     macro avg   0.914833  0.919048  0.916857  117.000000           0.923271     3  8940
4  weighted avg   0.923609  0.923077  0.923271  117.000000           0.923271     3  8940",0.9045240862309055
ionosphere,[0],ordinal,adasyn,0.25,None,None,False,8940,3,"          class  precision    recall  f1-score     support  Weighted F1 Score  fold  seed
0             b   0.923077  0.857143  0.888889   42.000000           0.922407     1  8940
1             g   0.923077  0.960000  0.941176   75.000000           0.922407     1  8940
2      accuracy   0.923077  0.923077  0.923077    0.923077           0.922407     1  8940
3     macro avg   0.923077  0.908571  0.915033  117.000000           0.922407     1  8940
4  weighted avg   0.923077  0.923077  0.922407  117.000000           0.922407     1  8940
0             b   0.900000  0.857143  0.878049   42.000000           0.914050     2  8940
1             g   0.922078  0.946667  0.934211   75.000000           0.914050     2  8940
2      accuracy   0.914530  0.914530  0.914530    0.914530           0.914050     2  8940
3     macro avg   0.911039  0.901905  0.906130  117.000000           0.914050     2  8940
4  weighted avg   0.914153  0.914530  0.914050  117.000000           0.914050     2  8940
0             b   0.860465  0.880952  0.870588   42.000000           0.906220     3  8940
1             g   0.932432  0.920000  0.926174   75.000000           0.906220     3  8940
2      accuracy   0.905983  0.905983  0.905983    0.905983           0.906220     3  8940
3     macro avg   0.896449  0.900476  0.898381  117.000000           0.906220     3  8940
4  weighted avg   0.906598  0.905983  0.906220  117.000000           0.906220     3  8940",0.922406569465393
ionosphere,[0],ordinal,adasyn,0.15,None,None,False,2162,3,"          class  precision    recall  f1-score     support  Weighted F1 Score  fold  seed
0             b   0.972973  0.857143  0.911392   42.000000           0.939243     1  2162
1             g   0.925000  0.986667  0.954839   75.000000           0.939243     1  2162
2      accuracy   0.940171  0.940171  0.940171    0.940171           0.939243     1  2162
3     macro avg   0.948986  0.921905  0.933116  117.000000           0.939243     1  2162
4  weighted avg   0.942221  0.940171  0.939243  117.000000           0.939243     1  2162
0             b   0.852941  0.690476  0.763158   42.000000           0.841952     2  2162
1             g   0.843373  0.933333  0.886076   75.000000           0.841952     2  2162
2      accuracy   0.846154  0.846154  0.846154    0.846154           0.841952     2  2162
3     macro avg   0.848157  0.811905  0.824617  117.000000           0.841952     2  2162
4  weighted avg   0.846808  0.846154  0.841952  117.000000           0.841952     2  2162
0             b   0.891892  0.785714  0.835443   42.000000           0.887165     3  2162
1             g   0.887500  0.946667  0.916129   75.000000           0.887165     3  2162
2      accuracy   0.888889  0.888889  0.888889    0.888889           0.887165     3  2162
3     macro avg   0.889696  0.866190  0.875786  117.000000           0.887165     3  2162
4  weighted avg   0.889077  0.888889  0.887165  117.000000           0.887165     3  2162",0.9392426003287578
